code;name;time;pos;Ngroup;timeGroup;posGroup
9512642072054801256332445867640204768680314995122321409440214883249097884221389436765073380890122106631286241376853736502102349036370585894229648224031990475278858613973374335100217490425394219467881622609520722663160735779691887183482887756236344516757996480895095814414101013939791359754270263673023134727214520577164253780413770006582526647234196227792737642090088459794017079833338870521973103821859368069913012929274108631814205626988425579031235158827832081045310984061913015891523297656451308035935325344369987857727636364022829435445144005950876933692541101570235805192310669768011540555702045245287349228651686327772230134826421710916049760261417395636692636920781244329491698927947737670954797887272178327956251006811136282565378965910813766113477310376245539511848868220688404414130841862749592858178275490233420378626473983509961620274509376471248857398853534109750505103858381520944727072105482359263440221402466130661161823536728944960526514742632089320442810325868216024904288877597646000936873719530268395322049316774878285798338398083521152992671688712371959974088840236706773457556701948243960890944305200393907269168216453370573943787497460477287531998408108810457474596701995596696838699952849852069287623372118352911499915917033473006157350167042605909616430309394440114310682997338832508834053780039590158747520156444457161308286688255277583083949269067522332183535649587097421048873188720161842165404692833824936978565641493848983080460870764598085376391378463311577595497707419699586089526958587990867845849088524470542125072873345160621209998245070023440776948498383512935559881368181233283474454799271460916821296821482270676367350686256290386026230001520059539445422125118077426960021397117456914734532337314089333526902713910570094258561086682381948277271011917222355652113667073769277428684194532511133407189199481426660634030673408736255725797376;JUAN;909109;676;324;474164;324
97043887155644762778036874853703909366475223773955082639264014701717117345230213187844420351228737607298905631290070839791659850601545147785625129144872845293848625948988250189956576772569942936377418532196885850510317050517204548494577965867009386962140204476316447272476581090697479157424816510256952301150033143305509680393737249461572732409602560318542030421209004434439615882585401595820386142475152644110914582747109285271335730887288465703758853875716436658888743632392078959184550508437473222191662701012047302164473137790162934716762749941356299463606011655080645783339687913970659089351052539719709720540996459039914541951545704211965758224198610024050679022104509704847964629170572116934000571828348149423919698446009171941691721025981840884791543519142550751363048063183303278191464917835132398307354471377597811576296798000781560224761610367970131762168538544200614385102233122282565149754434000370707720589051927509328193028207628074076331032101436975677764233672297177723323757803024559580016993295100810593601331056479201831017182240458331695914796766944632572009461879543358148161645056999102104269711457856374282801976506688229011070060878011828207601644829679716775595908524531317718371228577879327006961928492288964266625671023672862561825127486111005119071218741396237643657179188593602259464260963226723494359609618604038420669937170382085578013929632355454990615950384722967334291265424030862776679977150006493520629433276003271446604166793857312153870631544405617952213563526914466746145572213726594347868474932048002516692095713469629093299230656652195481416545846338223964167715465066830311284252351700694184831553422858566349895144326292111342397996695070445156882721135601027528883896971904640650736205145917984251273491438838043030858379201633757838331294398071159121761938879630286844484376051888844987973099703933035610298831077376;María;293397;675;325;566265;325
22986363071541682467999106698662856121064770367647367079166378011572912661227894793062108677748089671900665224799976712079149942132757735707879993181844926163045767010998605432630588591753652951932380271537077300239152263395617027841395680697618826822506081068283643169070705163374185585465726030775852491647054282278798130987102368401579828809664720479741574099614066927162891128734833294272829224890107239776484768265481043619051676005456672307117091542734365431105897034147229108451766779535499215077031581601858947198881051194966132800193259485599797270988130638786078002757361743003706483171045974584382404031410118860507200871081165061005166713675060599260410973376196934188825265037974262483136465230946135333258221825353060611735295046221066653023914427707220763457254248213420872294783248140869643676023963359533307362768574897679097609271441272482085256592878288943502791562995417542703357737276088386549886242589036431130101550199241269318892359876476050879565271683729880737974570411461256007751358429504848232547821438248347566075525647565337272362401257763587280541724840847482108873105547327057569470335740246164301031984495519081823839223570417953433289193083643049591613817982904466040138048924643850946202479347403256861424037284768959831607994368183832849978514072319257459023328605741991741572896504186140920438553153600793891094454380356232320957917694116056356055819977372234873029252754621472037003021809617152820055558020831927226593087568234191394987802665885797338742696796115497864777167789548343997510509623140833599585927849562070185845896726286197607866591629253933894253212387268491165278930022867399408312515859595709121474127238364357551406838928415818529911407509247300572631961305589868336433014143565441579410986081342890926202061804967992943632466587691253760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;873332;674;326;7135;326
651504305975875813028151299271210712399618723302184931463188281677988520395455008001649305975409698575774061764995654877566286381900822640306092140796818636476875261585756613526617689796941636806745827463677064449102120817800215263881934177406943810768243123831204149065283346941939185071191708526866602305277678222519450970564634595090824197847217054236455213500180164718672001462439035194010100838944454305697336783041135272695875049013317259222711158088255295468003461637610858604206526155864945809075483924503782006166995651453059387088730920485363504669429057514015746122417327451706795040336802952929455814737862043613412294110300517507576961572501134291038296194733724579022287779094053512442760250195390200608187816106337353046033050476492431615005200756794550177906067681696743232295428463778703064943937318149347504167311168223197270474904050405462972978774406112218069613277801937859828933484962530402318067267646698836803081608221005617012968146797611357339827507637213942965669984211590421630255959965866830174989715524928446138290425172696990098563178869466610187285820177679174286240246990483816181060197599022919577170350181526772066062149109848779166788816032043459385826900001503169386061469605477240811680030658109941451566211599779920551316152593199430389495864468774393329932851881096427819377123084482662009221807062882661881946791170879004763900658719766553827923641147208929519442513628411994137632553621900145001421664123384419475769684093030425445480334396761048048530808181653209771095925373074530903908430809295893514909117022235000665169188809743172047112678485261752017166506032022766168735620275761123507201542841396901259485959534916608513826034407433929618444202116912601765266609530347394795877489164191147021213171986290345830930336871641560310906945252145189590999348124583103568978649374655060855488675740852898419992002527823351014150373376;María;568098;673;327;754145;327
23282127960158580844003883725612111372902611251957135528907333262985741574742386806781125816627990642081489665299143855536489694345963754730376696190590727574362563665327394981973912578224340309128434946411980945247048752887532665209265061986329589057539744859598070818395274595088651087868939108231128140000172723351502903977144935275525859460662348666396930857635460920382618852314183530167501665750269420522398628330617728531333280342768280915576563745470270290019103876901238397749395789763329289081112443796951364705152085703601545623457256277516203018304627920398910124541111897613185665468674848803732327704985154219819317377995509983420695067285904823011066972488977957703003270073363564518435775263456413206514616169367464981887912486225379539205461858811882225521476328307066792946257782010216126945298503954201727839503369966119922594872497933694084706604037883394359481022074499147402676103220713990664650007885521414165183457600808574969526509048669318912688767451340212026866603380145275722392127449442296231803379632588663859437104831377122146772562502586729811646575990988776409337540160854590211102307485534744431937142688636414714838334595100105843358556527355691765899389593450091133281838528113835352514998286067665744587339882549158364704451349645493444421717877927470444740294401842805289026976900986444403668174991697762657731249009291359824274557153382694492894702588319992579049961582263491456206186953094406122130251096132783202674296768537079091734488031046102924866358965700109823109816800629446365601570805574380146381827064784855343530062458088840768205633564015496923841291943217429127768528037158302096992855191634340215915450821616704792162784959416440009752269878892430104193316921550039625882877347117122649807455935914670975971709160876188680723734525711807324516780834606122167834663083764675534642459104052071108688426604320426538556100530648830181376;JUAN;770620;672;328;775528;328
380651376112184682973499000423416214165529569111712868762306361255931337079440699334805457599938339387628697794849770602979220550430620191936597624635426585587547778578980863626986060740203315472400743645460287580677386125786621712809261330578869292995814470080061500586985577934574006897873213275873068765122002867214781681956542325604955140427661837119586253639374718709012864336196936645130459332307617639010773858181751182552101466181849122283509271927419398153656762991187924492183755506903700609529645179459666021187130020882934800836168588815647434823908747419843288548200218368571145973461349731182528626368602955284428800073902391565980256036120339412907439446102797483824253403478794411003590942208714536409961473534954457673825500645041279545970736448970896792931041867608174618747699405894245638751362831719281426349709897082854455582717993799120737548793718047735470711135075947143211672664317629156393969801896316148339853060327215242474654005525702809729957481391051847231099685049521761145047535649642594646840632204863106246636411328162484349073529886852261710227225911998965439558408761863537770571011182525288404851177632235202620160894886853882398265152566640634014278487029860989966731823544243847904455427559118538088759067451892422082803647651037647522000011386076941523521211087228110816961570417667415922504120644804534649505146531428818231449210656163755053995633841751278593538007747897084159650596221469284955671957757778948462474376481155323577902979449670191418712357212328459345031668445566711560841231381905082466259493960957356702433322673579480653408096326723943649597508989778812114080368349465613539737600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;María;368411;671;329;423008;329
4381625751188432560638677036537950171923800800346295983219120037846667248106735913098151404930526546231948372551352780420422285632995570824017113554028025501967595708947548681500818345197134294821750522830843949162705450388171422356380211360802150613910882513242849138229467109692247445637172849105665798211047183322722452560788865342079088115969512621278915685689007694093495740605940814285467076317407367746129286252036012608651711947972330360097305043826382680410237976849394939207868189067346269721568639848506740056241885579291762294619047116247464904855072743441557902680381137356621350661070278312770396327134248080419338672715783855163091320740752518881814522469449346974032264206959231626695147707573008292977051341392358899797227072258162033814775708387275670195849638091271127049682247328811435269252583628235363101225820902606371344612452234298127045071542610892874364058857088774277629961371447896849459907364154827298189084470739777355689635235228721065621941332291388489684717814838935554196454508008554339908955129913136959907474794506888004909446266895072011226769827233221582264687092132504094319847699074328821331166611931663955671641742291189642850306301479894077870683283920061615900752563207462395885738057298840818255976413670658938026286228448701463720349027487678651993073908006641867335519975778417342033952942988039259818990368303500471107651905215485105448880960865496821207099925293762310481522884583092320343045057160999363599577508211425330144707674595344525676388335238874683942208828403868902200641974025712662679795547986324691829255917673210881253956310739899711786765583449505117912195271982595551266317775376740477776555713031175711022780700783639090469707179049929541898704660813791764000951132739706133897255656751100290378382335431734176229416345807093760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;320537;670;330;456746;330
53809503960298432711454380436706488587028122536509002228877379070856256626639144928652341383869730521871526279122845641087009509783318904051395460276784995111193653576883732190443806827689845431195894967314361307304480467904864781995413306968340566315883819702694305351257748474077305136911232309041655861464692250107901935851350047587072163640579259359728390040628201549445572539811486433795747600865941790608673227929428051420639745365923292515849174866511285459028290509464533842692548434316574525879362677615423259285589630891532638280412215921811392677769266186059228750313048820322237724564791544582707771788137668688068252313424032081854171049848135476277883378587241632308693581973682973558258920990620260668072297276881951784231196788139195452581360432310669452299246818248848183636278462372659587550972767366641141123362886310319150223034190567384491181813335070107927625395864073514592118465188781504264503076208323981149708053150319200785517335609396919193518786429280184329615372343282443369552729997315893394431075840086099336317709553473874061836247465532949924071179230013048947223091909648422264861706247975785593784026224292409538168790394859668720045480255074107633976704815684050387147138342808202726042483962611453060588992211570107784288946843559216037792082471357888746065489259059192820040586475766813730588121962207104579091143214742040493847421649812975393582638338229501286228870870524178857144345906563053674273498632923684814048502335724506225544340957559351706933235695564307053642804238135766172758179156946897743068726198890044249236213755613840500929075328009769048473022887877229437417040805610788162986367301648326183617413216856899082203468119066007964520843231424886926704725526075681013760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;María;791900;669;331;118395;331
374386283076747008741865479195925661217873024891531769911420554508616917884725277931930836005530266016740474729836417267371518174071414294687156457018672202595270682989631338788701460195794303737202937117483161139929925066648293452472621850271518305599559087203072401281373373560333387077239653780042784507495793470117324129827657110276572502560049253198741314686925163408586916948498290196993080977894528756363180544233118890017453937428339329347826062533764990457462243431232341500738756640399206916618344278192510157458797487748101885368157159154725654052591522410247569836871445866253072210347273484466433582038028052503072030000451389272178714403693702947904836665979877898924650867481234542346152007822811192264806509403829518037182249362797168254008881980881769976142787859464389484949227010828148619542788637014263474712175318435030134504157491086053883391016666750032934168290453230771857790363609779868912276872315312695277401113649540644786386170806526110579483936062007185403123581946221236540794050445646149676484478449644774350848962175440716023364739760523057674294850100982860743218616792615776188459535913602621796396026579752909383157785780248622699105267686421803505319125532854598512751055150209822773412246741220677831858059894467845889313913278790585597250452620076169432155934774188002532708432613276864876632749380981607435157481759021070829273992201428197803506866992603227760160929036102955787574471577447769358202764465294180319190159229722670844993972922921879110193388823886218974184450669024448191402525632059799617026186459726549020569722191444568256708426371679158603121636876147334315893759720626883313306523967397008787105619755896211474814165951967607881185069038570204649329784097978489438799536832175092177363463471256357773533340207122308021767301109407008963505742695696975551195090353056190627440633258805627248770000224436594333272166629376;JUAN;119095;668;332;865710;332
825986988908227113595333778143485527874834913458406710620999652549159008388089848043508262853877998723110982904799461397800753396081760016917201568769632740706670189112516553703904884251655908185414452319375188153947161481851872184996951470288757499790419252530796250408616529045664589156179167379010002693734052725920823958875239706391256099581755481522401024844540389675938184269229595721689773594225696664868848135440571927413617768194651780523183257434310349678436777363753515263673880090849805541048688551610052593503816589438530800865196199560236305472488891948030712718785798284275830582359863401251393743756954943321522079945546348516465805284276994955899570884914347264604275895601772814946284673985325857068903614764377490497664832993130117162997388128499984393561386197903498017912239521223928867762873944955885626107178644262561345269336115499466499736277799285649286820302159183269193682592594380991912316332838287495706663291051317474247705070225783974322111513532762688829576581190193789622475083136736360673979027602576417470061875339419076721476200236456917641437451746016879196102714364616672948461705350044879333091367386916291883764340105419419874733255678270760869578545571451044994535464761525057402423192338174467074962172059226987626123544533643885034528162056806470262392054909336481658389339969607332493473770808147559228932839465480862304659428885099865444142725478257004803210465082584716766265110008250433835388093051218037371560271713677751821060856739425335764725620172342367390386603506711620551042535162414467421787209103538827410311474957040249420699077208282923994640722130333699589263580890006402175286577889483433051823191044154729669082003171041100768221090112593833748256383723975132707418868953720505743738417941428174077298409187236098361338889747001322677492072817888056493435033827961168955176559441201345049337989234438742833549541376;María;638965;667;333;402389;333
37728189414730053855802878751512218109440836963464493870163629024019423460315753260908558763222814096227187603209636042309731280104684001894492363871282754924961955375287902791281184695097275954613618845409216132836809978003382172560343643460894587176906586835345299465362695752836547061088665805764149391925989903753795540813237444274752283018794190635093895479616331697207561661358960495143533927221286648666260952362928321952584351066601644765063230722194195509300555237450312449530793261818236905962357082852567685331405336172103384731573102761179262611743319605898336880380104923081744393437848386235149346097716098335547730882629457813624456318010735222928261403328587430005411637645552952504484643230474951769053640677049220602619860455704717488511743884219978229327236449557047001374811856226472256974440522782678926266139988056838469080117344958436117541190711358552507508049386305541813456370805799324467472123912365080067846769927654617697806656653272233540835935168799518573654617474187349247164934562530023662226564893985287840862784979116048758200809789056154799379936835260346458761840466178673063308333320870096207847565556412243980253967850052920091617628418076216356796343642012325411835457445074831629414419319725535680404500791915531928564586413571634213001812285508176419886844561878002967042262129355194883721187852582459686743064381050543136474287279435122452283126629304218433403979605826912422226928474623379297481497318219583968238926162366704102401046498040773645176529247921254786521192828645889149644515438666010606384242236108258125621521616685893737270193915724486717869045545098368866828201798981527432688587250772886076209184110622081676083134058733401869442081835844253675654387767668061892461006727511628219670426829243776369923135225575203815728452069408069108000154435472062237600488399023954657901327595844467459057496813836435845820895461376;JUAN;998291;666;334;753794;334
13255632804267666023488773948275672279494907779045533620717334640499540543898046153590144588870071902437350366625035273332813375245546424567529287569677382721118612512742176101449249613303055792020929353952629800878156454212504071836402657490177062135232623660210801383121078255168134388983064632172280072572292234577116954417465277715568141689453423920153994762997836357087619060156208011423273324701897480718800914464959129243233885866389555219706421551084771265124549336562461241160185698432030290155001363831967606242125584704511742895845211933058887243286931382478940491910898704630397313197524928770008173857188298259923471770483786802605476773049460414357659915742264560462455152765661575567583733269310461685395285702560716638887305125845580511583155033549843874790897852803933568629258188319049896400692111849964746112011386144565257610361628551698595395125964353205909966025302469734603048904209767267497970833812413628207986113787866081639860735406866209144498039181348153492468617860239034385240381771384660984328938992860101096080243093799849000430414601469695950695386882514857802281400967037111582411747799975532892106445056176743616706787962940459433695235564977599557087807732325328857868659327818446812323380545166998095260256919436978205486676024666668587634507375171998697207130333166912134606467279814942893949888339390138109613400920853203326502953584274074888126871442370353431151702427077296706828388239313854303230425360777996340416597075692364554239235331969885823043675499141560714445891203646732884338636396085694631259270166081734072741699342853667893418550914434042670193464022745987980112364980037694740189638356715964243133874811919832276301595139696747805951842641172233573035025991573333272792360116224399819385732509508762932689095809378414397862343518499613177801121829438082180543518796958389941980420822737094003658240452809159525292608292311269376;María;315175;665;335;70562;335
21338854608007364501249914700709138767006776630134969934952036390124687563055155979917041654740965717061496771467811367201961479874651530479918089950542780707479109782084640627907561734731864190526853818639434271905176574595409071122343097002902756510917826042136712285360411298911898947487003001225489824361990008034723064727920955209108231261583797569279837793655497869917436122445703823095176896760780375323406497976822468919984385304477881143562527020964842128191120709769364660124706971699048650381044820431280733628618103303111974346748327172632226725424274909546955898671688086116959090805343360926656603538175558675891809545840744841010128774785288012565753616351034649902387358302602591297378008488017997600983294539377427857021977726653463940934796079806236938377142419357636116554449680602662003520609772828078499567860910994588642418799540088787591057048957862582358038048844471339101505348070759913154986465692937906212676304530822174638697690245959695969985132718759993210238618833548660334926764525076564995111283670565167976628195189358256701173547668874504106825136696804259395437010281317590884361370894404285909950071022062700868181631437785095169483824785991785934606034810501282331124632114258406191475645208667038901255210286354539518141940705150882192589886992334852354656150441561893509637406700750612900757273445388277152044878204028196538829599455773801947662660600041164818201814496014704584589654461314636096001055785321315939880543294833885322291820449170088601872144933881011648535684546203849125721263779882637763529496236937064288587377799980880042802108315242299389435748896019292678650167409146801203710520843802524563270108035801282354649165661433478953361791104511318136945115155402946366861721701044095522640491899919265428908029547346020418428361785056779782004774226801117742268160067442817151205042800141523647596805148901376;JUAN;819289;664;336;135522;336
100815721169845725277961013947819778830987043993862495465972728018011751693648234628291199426899423026393503303316190464911765138568165968119076513197239604769152079375656478355516453473851141325788030748918593396456594084450718026972552690693512647264142438143796381088305603652087617119695174794368799544596267190030794956040545649897228412407716305184961338474639641579870528784947062964009650679978338838820827108236099417856255509633340247437261348000317174736340455445934267768750621565742203921588542123392972885708021232265504083250080616666834440187194775837530610047786224119621444271987669101627209936621989231225293831547641429198771436485602592586187164812402457728017567065056072067510962611763951097195064629353947465708683325740316565243746272780475077891273688435304542741860994707098175164477531771290650425248045512562716283560780312417194618232130163233506639703321066887327356724651235184014997278373624026603860053417991497971163792926466159110761616817693366720293774956421792999772337793071254199898728213849692407711414872692166813125427906700022517668421748971904510847046282815390112426973987518580207642155081309210555066070268046830637375798579198611991222200996988512531448328891072587533289760972839651001982663995867370607581063678779861490800721864680092370795769493910744361070177372813292005798666245598166195681060869084673477654397988421780432625504678308727990888538443236341533739277742664501556086675855218835338259799310618647899098448836615257186404461278280659552881631020402914708246254366148901324381227387661975534745981924742095315868085739975604282022455789621054261059891115512965324347123221099934646073233496192877958880446801710072784969673905882838111486989953010685986833757035037003881572221143828748370864153340058607048497269415371844275456677196193010815175757128263410947195138555957477376;María;211609;663;337;366174;337
159497772837203121146369232798611599117292021735637466897356200179012960203706274115392377463789340583443913755684434581569621829660405977681819849885950291164734013639382709689319014318713199142847729180693225833824672874601273940511946893739428487687107256488468283560382875519543825482990360203837070617368871820107366313242248596708772792270574056374023773498889388947798256203437959690318218085782367515550185464976346801023215326433140895796042217322263627546236373332054587347949618812128466670376417803656696433647942740646385027652918310692316488243933046569629242645133736148243623570256327617321087396062613430049346311504276144555895329595834545559981528442634509306766698797723137307000582606126048103307367877810809012363670844869179695927604504868446808109631733154881277074216717979690340175015736960767120577654642348828769252274931672679790813498397616627054015311828758439075120754355360102330257983551021566935356567430593481681399651676375865453323214904765929329398234835712832065647334576346848420860308330426104025659024391772622578014768809933755775747553994936869123616198923019751647339715157391846551161046621509967887108932676106132971197025445205716631143300792088919271073537550589774888598649803086393176389070649351588696613915494741521209335893222800973037430522930328354223100527409921270570362078414976199564867035340385522754254913895445248615427287315272563007619234922856119001634372675868794866728532825386668736106577933683299365804660531541352699605314368954553326584314861237945607792475216158203220294238107644554968572825400024233485469743552669957290767827653087812207792440912057056044273838009416797903891373803284125556453222807364695445205303560118853839197155005319143717622910609078611467395245647620997148001880020007078906974677037912084709376;JUAN;386961;662;338;355974;338
69452156639457791041934519887346613274378832423713260650800813183173467481185903457187713090100210383702159338381068857888774909501659759904992038694512663802032052153723665077710490996055256919895579715464710813224847979179396747457959904800319051869358773905120473242409809783030351771298846700741483489141909890863467469790955055750664397120598358552111234815681078675514639827218569251354794920808291309045500928484706279814351956558601394180584834398284111877004541552635525666629165435835991675315729102786544831295284956725838264813506627976144394416794185714575928176258241904793890280303658393384101166682304596075610870927670204641085551216090143730272969732267256269484940827245222548718986434069076133658641889577035126784317865878400918626758370771616686415456625132326337298877346604435685094490956939384933345854138721685206578412332276035239595821080978659113806973974322513962650830269232647542051147935752041125161250137095090139568099528169406001357962579664247660818071404073414542986067932237119035208571406119316182527335672571545325059567706791331089863417808185271063270079445528286667447891036620082649846905325301645838499020293523929912746719013216463906093726944922273695071323009238208426828170375411422155798872910928005274160233085280635081050363445996456730635465598413258700894894371120534796976990983919954689835808405447835663858274905078071207454353258682913743334144632662047505722114276905171692406093119287417637466889737909785112700776549498954994723849714707767321903588623641458416364049993933128010129973400492253307535471613094056325495950429514087777916541219130535286041463629197469895598838210544230565597674257438857770170121893348340153500380865438957080183409325473321193711257263830119708217690769342278627771853213131408866248352872366603547560548093104372365648908536374611353555818300967432535154983748111618277376;María;526195;661;339;20732;339
3995704872886095922471945750253057484490589472072302095344083317988172012219889891595550895697847641801679174417224172636104459531769484630287561317680502423883637032945439338127462449973606160899099123160805844362105686305274654367948786500901434151164749774479254704578739480311020089858086343556343012667316245833167385576047693554291473275303423947109014884598405173288427505402511747980188992226710311897435011061474948785755374551799362565700388023285763194247508608607858400080553257363560761910258996425139441177988452296031820734441833948459841568041528021024927469920488441713809667024484178759543589747413638173653590471955700653958145141007426900439058685145797192744409053003292354118834450944432971056892238597363623171907610232176389373986661935224036015673425568483362285345249663360177136643768112011062741546770226825723189734054484324869376081747334447191286016278395963605710327106109357658754659571689318095229056402993586237676419093884888604603802127763426769101155553192320845790255085099768690002877156102158019717033284780950657032757623855272567750247697412749375596275699652216000229379152775570988879715644076715683289454268429007004123733525148384435873215620589893143192977838572990947298912165525593268427626838021722935693749019612139348039870385434698994833190796334820905831417078030353399285181808078918347659906714637056601280687458318316319004666495026098273452128239804520310216559245397017555766846930131705693478932506590601316901145605698798521538335869264406274849783431951902333621470009438710297759392935368957504900267414344154797908664624397377412769014000229719892257518118374502644213013948285213288947360618060895051143083852062150786122771860803987338701640181213556403539193054018962242876237925248519806140868560221226170705140783022614773760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;306949;660;340;856607;340
52602312955413654735529407593728239005539134957584311791423674913800085473878322792515016309144535592502728049505259004060160135917764920078296530539442498761108846506289616125702181546851413322309334745652348847639361151135650884382669873059131976071809923058667189407353007541137363345557117116403969609885701735550408629275527515937457545440663590707670916347467731990388250849224940465197147425940707242542599699752642719921296786300871505114777335178523350378907352160871891762666679806404151404311214224001347532699557198985696164110729088658430376810482401374329730434202564247022615816063615149560455000730270362245497587638716424132229394711285654940378416048756607506072080697106886005269754115492639583275494186112873981854416486117882836416656801613060506500912076747088537474688895395422297522205296274509313893774421188911135005732645568531366233698160016282918260257000137701045153376395831888935745651013117035326381726242676206325235665620973110509235240644605641707766382767517225226206347091493246482428048509532684036353483013336187936273206225769941564485902865267271089526982522938499215735154729554698706876380157263419594483747914900359420327895030091890154573422390581674610220616283255972396912222983818341380720075642210356041349827692230607614388823719225074801497480664792527323803102228930837282382494087720945105346564537956553182515278433692018231673240678147143103765581245490295114433632650584512112667369579384194034050679290624780779429805688840454247096896221359013581452492270761079531637180590879061326895675582708773129861837531953956240941727235235101735161670707353122009003793212840811398970721467492972409273125466695276800689443371573939416934037738249002938234620475768475777565884806383394778711866598014838706105632979481535206389369170964831182523582339060075920846369306893049807291852245950581520440530040525974850746263458021376;María;843649;659;341;88451;341
430883317775265934322632452225560376846533862825572668028158081337052519609245155229138888760524939708242225824950135288889894983375417781968530526998085173714068859378808889064830989643914194696239996682047418215140563955896576913762871467347635392759981282915590420411897536021770413903352115495260245025561127034301157733384663929066885865914038004341603132449411611516128651883806345144385260351056886264783269323892884727850839349082543015656469599831227045883005803669274422752147405648579208691232444693565268408103557717959342824443363882145136301189178663441378772916303611598309259967366857149488007632166725806848307472536406692784635828011934708056701612243294679241619618506623931034142494607382207774512495218541758939445145557875199496576407406619676299582946719954292922069954140196599039857411364629752704680490830827167287055764386732336816149236729903479707793204599792425620674455638453893727982178124809351294325766016652522517642243751759784849138894384411360573822842436279576525816096641722074620379168939382024199404727625003564538011776990848186135842842770725073815838950152682113545220285887676623284689424760785170513090822970929283072795745033171154848780127723257726494847101612934195225965401535189247846033325830774823496294519145334541699622342350122437646973750273623653111700101135847248118766032622691963159046839648950333891928826153555110667278470490274784101700222104159510448979355534167491429025277710838362696752764739265882721454052104977489965046938183506984795083472291034679551008572794417364105799740263528425720872354516915461946776166168241568142493318935853786188495606863204961744469918046897496115352992282968621905005131261604887639849447854342712964431216636534263901284099477860699075239487733760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;JUAN;100486;658;342;166789;342
6415221763142086878604282557537327060934734622512836774447480109204778315923565616514747908683186659321277051439392789642544140345877146662043461899748366228942385017010051662275814652308311430691417070081616358688031234144853107785318550437706463571311772338990015128583966018976124936423417536053357382255604161346457231018221668222870610290677528623694574088421055120910568979879764601610060158489937723290045246114212825095422207050380005537633350027531216298199177575300384364335433582241821908848030209308193127959543533071704551642805865454997009739996074524595650738877064196829970433600128351659168112587408719157600905213165393415424016014125471688439539647281418862479609036332858507169111392910920766243509030707168854572661618493345405848108916209232228248814053715580084587650549694700847024905057261478713216530483147327685010345793812549586590955086831481422334388889226982758540272779060067649492615567266026070154581184053693631258686309723244926153516151789903660503735054433175916155559162529651597141518176311200184236277818045399554517657017550110905477545463026877132738584663022966568373366176584246375388503018029779318231901818697042020927146639458773847053387725575212040423463425434140833279232393801316828707574593721108444419222361873861555231201659183180958165902375027589436361719579500447110252410447010683601109986365987335808242710443252375541462070572488488647207292902064538271956255055156703810151925671816669959435106496006084534596777560550157120458980190588942947941637093019248508712365458945069149968142255452411344065126359583539433373852814861480302683044630850590338256544430214272721053893585541864194316316264859469662004312728135295775446606423595926394364342068448158635513738268314009243500254402244960752660497610994443534931636535139719746350422956852823576452855040694515998960303247478945057766396397720096997376;María;497561;657;343;781469;343
36038811436861416113443597393657522355543166271960851204037915856935878914727380409730065390816188420429225896071371556641827438213245647721467941855722973310511320311934044496793700642317918154156581742593429939386707963100376756509914222368528253129148385689299010663693203704241207506056415412042974367650303199079652458015242249342375980748914997252178277548222950669156466079797212197347409671473175506741995965773119112412829018886692821738509794108675546615218549707180995676411886822509063926812720129224126717708588899082891300117800455145643716842411306390682580879135940085834748468674259259340571307836327544292239011479404232285478016277568486706996713457085983723659519481711721326046217535818633773845820263341181854040127678775946499558782538215836777431896468259004631263748170246138068168469755866154179835161449200022606827945597903407275411761912918157387462253118246508935704687161433590141987150551171490484551555136564784172055316004758401341110125824274038257262107577808238990917953443122966118179217232399502534932578296979607824279488509851324886496902662444529745469950216385924266710126405065625470615328136476829931679637707289988260893083094739306395828596396709147629438411986715605906558166711460448896769174974770778018840497890111777482620057079155820177234504598649974876841997245090735854768414627623298132538064670146064867199648449016650342084745447783992912698313752074078355431245622449468613497749409495834467982087945215942249818910729782868542237558304260910766509315367398483646802213393496122300833844289387422372654980779520239177386453597796885315321453156494768125524739045936134556209938795680490773292022998318924965635942719279036910388673130103497637354308437896456220860553002880666004868559558526229181801104967419612750433968793028454534989211593274624471430831815234566870432682007909236682056169797452932740993253376;JUAN;802371;656;344;387568;344
